,index,rk,player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xa,a-xa,kp,1/3,ppa,crspa,prog,matches,year,player_year,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_fk,standard_pk,standard_pkatt,expected_xg,expected_npxg,expected_npxg/sh,expected_g-xg,expected_np:g-xg,playing_time_mp,playing_time_starts,playing_time_min,performance_gls,performance_ast,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,expected_xa,per_90_minutes_xg,per_90_minutes_xa,per_90_minutes_xg+xa,per_90_minutes_npxg,per_90_minutes_npxg+xa,competition
2201,2201,2202,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,18.0,2001.0,6.4,94.0,130.0,72.3,1468.0,433.0,5.0,15.0,33.3,80.0,92.0,87.0,9.0,23.0,39.1,0,0.5,-0.5,5.0,6.0,5.0,2.0,13.0,Matches,2020,Borja Sainz2020,1,9,5,55.6,1.41,0.79,0.11,0.2,0.0,0,0,1.2,1.2,0.14,-0.2,-0.2,19,5,573,1,0,0,0,1,0,0.16,0.0,0.16,0.16,0.16,0.5,0.19,0.08,0.27,0.19,0.27,ES
2202,2202,2203,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29.0,1990.0,30.1,1252.0,1541.0,81.2,27996.0,10398.0,8.0,37.0,21.6,839.0,937.0,89.5,405.0,567.0,71.4,1,0.5,0.5,7.0,119.0,9.0,0.0,118.0,Matches,2020,Romain Saïss2020,2,23,8,34.8,0.77,0.27,0.09,0.25,1.0,0,0,2.7,2.7,0.12,-0.7,-0.7,33,31,2705,2,1,0,0,12,1,0.07,0.03,0.1,0.07,0.1,0.5,0.09,0.02,0.11,0.09,0.11,ENG
2203,2203,2204,Bukayo Saka,eng ENG,DFFW,Arsenal,eng Premier League,17.0,2001.0,19.5,659.0,844.0,78.1,10760.0,3132.0,12.0,50.0,24.0,559.0,652.0,85.7,88.0,142.0,62.0,5,3.6,1.4,22.0,38.0,21.0,6.0,75.0,Matches,2020,Bukayo Saka2020,1,13,4,30.8,0.67,0.21,0.08,0.25,0.0,0,0,1.3,1.3,0.1,-0.3,-0.3,26,19,1753,1,5,0,0,6,0,0.05,0.26,0.31,0.05,0.31,3.6,0.07,0.19,0.25,0.07,0.25,ENG
2204,2204,2205,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29.0,1990.0,18.0,942.0,1112.0,84.7,15696.0,5928.0,16.0,42.0,38.1,794.0,880.0,90.2,132.0,190.0,69.5,0,0.9,-0.9,14.0,70.0,10.0,7.0,139.0,Matches,2020,Hiroki Sakai2020,0,3,0,0.0,0.17,0.0,0.0,,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,21,19,1620,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.05,0.06,0.0,0.06,FR
2205,2205,2206,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29.0,1990.0,10.3,451.0,516.0,87.4,9275.0,3463.0,5.0,9.0,55.6,316.0,352.0,89.8,130.0,155.0,83.9,0,0.1,-0.1,1.0,25.0,1.0,0.0,27.0,Matches,2020,Mamadou Sakho2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,14,11,931,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,ENG
2206,2206,2207,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27.0,1991.0,9.5,373.0,471.0,79.2,6291.0,2084.0,7.0,23.0,30.4,312.0,350.0,89.1,54.0,98.0,55.1,0,0.3,-0.3,7.0,21.0,8.0,3.0,46.0,Matches,2020,Jacopo Sala2020,0,14,2,14.3,1.48,0.21,0.0,0.0,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5,16,9,853,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.03,0.08,0.05,0.08,IT
2207,2207,2208,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27.0,1992.0,32.0,746.0,1004.0,74.3,11226.0,2982.0,18.0,66.0,27.3,655.0,812.0,80.7,73.0,126.0,57.9,10,7.1,2.9,54.0,40.0,60.0,6.0,120.0,Matches,2020,Mohamed Salah2020,19,130,56,43.1,4.07,1.75,0.12,0.29,4.0,3,3,19.0,16.7,0.13,0.0,-0.7,34,33,2876,19,10,3,3,1,0,0.59,0.31,0.91,0.5,0.81,7.1,0.59,0.22,0.81,0.52,0.74,ENG
2208,2208,2209,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28.0,1991.0,3.8,131.0,144.0,91.0,3153.0,1325.0,0.0,1.0,0.0,84.0,86.0,97.7,47.0,57.0,82.5,0,0.0,0.0,0.0,13.0,2.0,0.0,9.0,Matches,2020,Bartosz Salamon2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,7,3,344,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
2209,2209,2210,Eddy Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,17.0,2001.0,7.6,138.0,221.0,62.4,1983.0,509.0,6.0,20.0,30.0,116.0,172.0,67.4,16.0,29.0,55.2,0,1.6,-1.6,8.0,9.0,8.0,4.0,17.0,Matches,2020,Eddy Salcedo2020,1,22,7,31.8,2.91,0.93,0.05,0.14,0.0,0,0,1.5,1.5,0.07,-0.5,-0.5,17,7,680,1,0,0,0,0,0,0.13,0.0,0.13,0.13,0.13,1.6,0.2,0.21,0.41,0.2,0.41,IT
2210,2210,2211,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18.0,2001.0,11.0,479.0,544.0,88.1,10028.0,3139.0,4.0,8.0,50.0,339.0,373.0,90.9,136.0,163.0,83.4,0,0.0,0.0,0.0,33.0,1.0,0.0,35.0,Matches,2020,William Saliba2020,0,3,0,0.0,0.27,0.0,0.0,,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,12,11,992,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,FR
2211,2211,2212,Yannis Salibur,fr FRA,MFFW,Mallorca,es La Liga,28.0,1991.0,0.9,36.0,42.0,85.7,465.0,155.0,1.0,1.0,100.0,34.0,38.0,89.5,1.0,3.0,33.3,0,0.1,-0.1,2.0,2.0,3.0,0.0,3.0,Matches,2020,Yannis Salibur2020,0,1,0,0.0,1.1,0.0,0.0,,1.0,0,0,0.0,0.0,0.02,0.0,0.0,4,0,82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.1,0.12,0.02,0.12,ES
2212,2212,2213,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35.0,1984.0,4.0,96.0,130.0,73.8,3247.0,2099.0,1.0,1.0,100.0,36.0,36.0,100.0,59.0,93.0,63.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Romain Salin2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,4,4,360,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
2213,2213,2214,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20.0,1999.0,30.3,890.0,1056.0,84.3,19255.0,6699.0,6.0,17.0,35.3,612.0,664.0,92.2,272.0,375.0,72.5,1,0.1,0.9,2.0,41.0,1.0,1.0,52.0,Matches,2020,Mohammed Salisu2020,1,7,1,14.3,0.23,0.03,0.14,1.0,0.0,0,0,1.2,1.2,0.18,-0.2,-0.2,31,30,2725,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,0.1,0.04,0.0,0.04,0.04,0.04,ES
2214,2214,2215,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,22.0,1997.0,12.9,237.0,343.0,69.1,3696.0,837.0,7.0,33.0,21.2,211.0,263.0,80.2,19.0,47.0,40.4,0,1.5,-1.5,12.0,13.0,9.0,1.0,27.0,Matches,2020,Roland Sallai2020,2,34,12,35.3,2.63,0.93,0.06,0.17,0.0,0,0,2.5,2.5,0.07,-0.5,-0.5,21,15,1162,2,0,0,0,2,0,0.15,0.0,0.15,0.15,0.15,1.5,0.19,0.11,0.31,0.19,0.31,DE
2215,2215,2216,Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17.0,2002.0,0.4,6.0,7.0,85.7,135.0,25.0,0.0,0.0,,5.0,5.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,2020,Lazar Samardzic2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,0,34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE
2216,2216,2217,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23.0,1996.0,14.6,480.0,588.0,81.6,8354.0,1726.0,9.0,28.0,32.1,383.0,437.0,87.6,88.0,123.0,71.5,1,0.4,0.6,7.0,34.0,8.0,0.0,39.0,Matches,2020,Diadie Samassékou2020,0,7,2,28.6,0.48,0.14,0.0,0.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,21,16,1310,0,1,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.4,0.01,0.03,0.04,0.01,0.04,DE
2217,2217,2218,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26.0,1992.0,10.5,127.0,179.0,70.9,1883.0,283.0,3.0,11.0,27.3,110.0,146.0,75.3,14.0,22.0,63.6,0,0.2,-0.2,7.0,6.0,3.0,1.0,10.0,Matches,2020,Mbwana Samatta2020,1,17,3,17.6,1.62,0.29,0.06,0.33,0.0,0,0,1.9,1.9,0.11,-0.9,-0.9,14,11,943,1,0,0,0,1,0,0.1,0.0,0.1,0.1,0.1,0.2,0.18,0.02,0.2,0.18,0.2,ENG
2218,2218,2219,Mama Samba Baldé,gw GNB,FWMF,Dijon,fr Ligue 1,23.0,1995.0,18.6,253.0,368.0,68.8,3660.0,921.0,10.0,31.0,32.3,219.0,286.0,76.6,24.0,51.0,47.1,2,2.8,-0.8,19.0,14.0,14.0,5.0,33.0,Matches,2020,Mama Samba Baldé2020,6,50,16,32.0,2.68,0.86,0.12,0.38,0.0,0,0,4.9,4.9,0.1,1.1,1.1,24,20,1676,6,2,0,0,2,0,0.32,0.11,0.43,0.32,0.43,2.8,0.26,0.15,0.41,0.26,0.41,FR
2219,2219,2220,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,22.0,1996.0,6.5,191.0,250.0,76.4,3507.0,1566.0,2.0,3.0,66.7,148.0,174.0,85.1,41.0,73.0,56.2,1,0.1,0.9,4.0,13.0,11.0,6.0,42.0,Matches,2020,Junior Sambia2020,1,13,5,38.5,1.99,0.77,0.08,0.2,2.0,0,0,0.4,0.4,0.03,0.6,0.6,17,5,587,1,1,0,0,3,1,0.15,0.15,0.31,0.15,0.31,0.1,0.07,0.02,0.09,0.07,0.09,FR
2220,2220,2221,Frédéric Sammaritano,fr FRA,MFFW,Dijon,fr Ligue 1,33.0,1986.0,5.8,202.0,269.0,75.1,3757.0,1068.0,7.0,17.0,41.2,150.0,177.0,84.7,45.0,75.0,60.0,2,1.6,0.4,22.0,8.0,10.0,3.0,41.0,Matches,2020,Frédéric Sammaritano2020,1,9,2,22.2,1.56,0.35,0.11,0.5,3.0,0,0,0.5,0.5,0.06,0.5,0.5,10,6,518,1,2,0,0,0,0,0.17,0.35,0.52,0.17,0.52,1.6,0.09,0.28,0.37,0.09,0.37,FR
2221,2221,2222,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22.0,1997.0,19.5,558.0,683.0,81.7,10576.0,2518.0,12.0,27.0,44.4,421.0,481.0,87.5,125.0,175.0,71.4,0,0.2,-0.2,5.0,42.0,1.0,0.0,41.0,Matches,2020,Fede San Emeterio2020,0,3,1,33.3,0.15,0.05,0.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,25,20,1751,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.0,0.01,ES
2222,2222,2223,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30.0,1989.0,4.0,93.0,125.0,74.4,1683.0,490.0,3.0,7.0,42.9,74.0,89.0,83.1,16.0,29.0,55.2,0,0.0,0.0,1.0,4.0,2.0,0.0,6.0,Matches,2020,Mikel San José2020,0,6,1,16.7,1.5,0.25,0.0,0.0,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,9,3,359,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13,ES
2223,2223,2224,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23.0,1996.0,15.4,290.0,379.0,76.5,4754.0,664.0,13.0,37.0,35.1,231.0,283.0,81.6,46.0,59.0,78.0,2,1.9,0.1,15.0,22.0,4.0,0.0,16.0,Matches,2020,Antonio Sanabria2020,6,41,20,48.8,2.66,1.3,0.15,0.3,2.0,0,0,3.7,3.7,0.09,2.3,2.3,24,16,1387,6,2,0,0,3,0,0.39,0.13,0.52,0.39,0.52,1.9,0.24,0.12,0.36,0.24,0.36,IT
2224,2224,2225,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19.0,2000.0,8.2,168.0,208.0,80.8,2926.0,477.0,4.0,11.0,36.4,132.0,156.0,84.6,32.0,41.0,78.0,1,0.7,0.3,10.0,15.0,0.0,0.0,12.0,Matches,2020,Oihan Sancet2020,1,9,5,55.6,1.09,0.61,0.11,0.2,0.0,0,0,0.9,0.9,0.1,0.1,0.1,17,9,741,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,0.7,0.11,0.08,0.18,0.11,0.18,ES
2225,2225,2226,Renato Sanches,pt POR,MFFW,Lille,fr Ligue 1,21.0,1997.0,16.5,816.0,1007.0,81.0,15152.0,4232.0,14.0,38.0,36.8,627.0,711.0,88.2,175.0,258.0,67.8,1,2.5,-1.5,33.0,88.0,19.0,5.0,121.0,Matches,2020,Renato Sanches2020,3,31,11,35.5,1.88,0.67,0.1,0.27,4.0,0,0,1.9,1.7,0.05,1.1,1.3,19,16,1483,3,1,0,0,3,0,0.18,0.06,0.24,0.18,0.24,2.5,0.12,0.15,0.27,0.1,0.26,FR
2226,2226,2227,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21.0,1997.0,0.1,7.0,8.0,87.5,109.0,9.0,0.0,0.0,,7.0,7.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Renato Sanches2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE
2227,2227,2228,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30.0,1988.0,10.3,297.0,410.0,72.4,6015.0,1868.0,9.0,37.0,24.3,205.0,259.0,79.2,83.0,114.0,72.8,8,3.2,4.8,33.0,31.0,30.0,4.0,72.0,Matches,2020,Alexis Sánchez2020,4,21,11,52.4,2.05,1.07,0.14,0.27,1.0,1,1,4.3,3.5,0.17,-0.3,-0.5,22,10,923,4,8,1,1,4,1,0.39,0.78,1.17,0.29,1.07,3.2,0.41,0.31,0.73,0.34,0.66,IT
2228,2228,2229,Carlos Sánchez,co COL,MFDF,West Ham,eng Premier League,33.0,1986.0,1.3,45.0,55.0,81.8,821.0,218.0,1.0,1.0,100.0,36.0,41.0,87.8,8.0,13.0,61.5,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches,2020,Carlos Sánchez2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,6,1,117,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG
2229,2229,2230,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23.0,1996.0,27.0,1298.0,1496.0,86.8,28022.0,8017.0,6.0,24.0,25.0,890.0,960.0,92.7,402.0,512.0,78.5,0,0.0,0.0,1.0,48.0,0.0,0.0,60.0,Matches,2020,Davinson Sánchez2020,0,8,3,37.5,0.3,0.11,0.0,0.0,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,29,27,2431,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,ENG
2230,2230,2231,Germán Sánchez,es ESP,DF,Granada,es La Liga,32.0,1986.0,25.5,738.0,901.0,81.9,18350.0,5061.0,3.0,7.0,42.9,414.0,479.0,86.4,321.0,415.0,77.3,0,0.1,-0.1,4.0,26.0,2.0,0.0,44.0,Matches,2020,Germán Sánchez2020,2,10,3,30.0,0.39,0.12,0.2,0.67,0.0,0,0,1.5,1.5,0.15,0.5,0.5,28,26,2293,2,0,0,0,12,1,0.08,0.0,0.08,0.08,0.08,0.1,0.06,0.01,0.06,0.06,0.06,ES
2231,2231,2232,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22.0,1997.0,5.5,157.0,197.0,79.7,3629.0,871.0,2.0,3.0,66.7,92.0,109.0,84.4,63.0,85.0,74.1,1,0.1,0.9,1.0,3.0,0.0,0.0,6.0,Matches,2020,Javi Sánchez2020,0,3,0,0.0,0.54,0.0,0.0,,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4,8,6,497,0,1,0,0,1,0,0.0,0.18,0.18,0.0,0.18,0.1,0.07,0.02,0.09,0.07,0.09,ES
2232,2232,2233,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18.0,2000.0,3.6,135.0,173.0,78.0,2207.0,645.0,5.0,9.0,55.6,113.0,133.0,85.0,17.0,31.0,54.8,0,0.3,-0.3,4.0,2.0,5.0,3.0,19.0,Matches,2020,Manuel Sánchez2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,5,4,325,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.09,0.09,0.0,0.09,ES
2233,2233,2234,Víctor Sánchez,es ESP,MFDF,Espanyol,es La Liga,31.0,1987.0,18.8,739.0,960.0,77.0,13923.0,4134.0,20.0,39.0,51.3,549.0,643.0,85.4,170.0,278.0,61.2,1,1.3,-0.3,25.0,70.0,12.0,6.0,92.0,Matches,2020,Víctor Sánchez2020,0,10,1,10.0,0.53,0.05,0.0,0.0,1.0,0,0,0.3,0.3,0.03,-0.3,-0.3,25,20,1688,0,1,0,0,11,1,0.0,0.05,0.05,0.0,0.05,1.3,0.02,0.07,0.09,0.02,0.09,ES
2234,2234,2235,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,19.0,2000.0,25.4,1348.0,1614.0,83.5,20379.0,5046.0,26.0,72.0,36.1,1171.0,1322.0,88.6,151.0,220.0,68.6,16,9.0,7.0,67.0,70.0,57.0,5.0,165.0,Matches,2020,Jadon Sancho2020,17,52,28,53.8,2.05,1.1,0.33,0.61,1.0,0,0,9.3,9.3,0.18,7.7,7.7,32,25,2287,17,16,0,0,2,0,0.67,0.63,1.3,0.67,1.3,9.0,0.36,0.35,0.72,0.36,0.72,DE
2235,2235,2236,Alex Sandro,br BRA,DF,Juventus,it Serie A,28.0,1991.0,26.5,1699.0,1973.0,86.1,30907.0,10544.0,29.0,64.0,45.3,1354.0,1460.0,92.7,316.0,449.0,70.4,3,2.5,0.5,34.0,112.0,47.0,16.0,193.0,Matches,2020,Alex Sandro2020,1,17,5,29.4,0.64,0.19,0.06,0.2,0.0,0,0,0.7,0.7,0.04,0.3,0.3,29,27,2385,1,3,0,0,4,0,0.04,0.11,0.15,0.04,0.15,2.5,0.03,0.09,0.12,0.03,0.12,IT
2236,2236,2237,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23.0,1996.0,0.1,6.0,7.0,85.7,91.0,13.0,0.0,0.0,,5.0,6.0,83.3,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Leroy Sané2020,0,2,0,0.0,15.0,0.0,0.0,,1.0,0,0,0.1,0.1,0.06,-0.1,-0.1,1,0,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,ENG
2237,2237,2238,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28.0,1990.0,12.5,592.0,681.0,86.9,13160.0,3723.0,6.0,12.0,50.0,378.0,419.0,90.2,208.0,250.0,83.2,1,0.6,0.4,2.0,32.0,1.0,0.0,45.0,Matches,2020,Salif Sané2020,2,9,3,33.3,0.72,0.24,0.22,0.67,0.0,0,0,0.7,0.7,0.08,1.3,1.3,15,13,1126,2,1,0,0,3,0,0.16,0.08,0.24,0.16,0.24,0.6,0.05,0.04,0.1,0.05,0.1,DE
2238,2238,2239,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24.0,1995.0,4.1,138.0,187.0,73.8,2296.0,729.0,4.0,11.0,36.4,116.0,144.0,80.6,18.0,32.0,56.3,1,0.5,0.5,6.0,16.0,5.0,2.0,24.0,Matches,2020,Luca Sangalli2020,0,7,5,71.4,1.69,1.21,0.0,0.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,11,5,372,0,1,0,0,0,0,0.0,0.24,0.24,0.0,0.24,0.5,0.11,0.12,0.23,0.11,0.23,ES
2239,2239,2240,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21.0,1997.0,24.2,1039.0,1313.0,79.1,20664.0,6782.0,23.0,50.0,46.0,752.0,868.0,86.6,264.0,395.0,66.8,1,1.7,-0.7,24.0,124.0,15.0,1.0,151.0,Matches,2020,Ibrahim Sangaré2020,0,20,5,25.0,0.83,0.21,0.0,0.0,2.0,0,0,1.2,1.2,0.06,-1.2,-1.2,25,25,2175,0,1,0,0,8,0,0.0,0.04,0.04,0.0,0.04,1.7,0.05,0.07,0.12,0.05,0.12,FR
2240,2240,2241,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33.0,1986.0,25.8,734.0,1009.0,72.7,13914.0,4352.0,9.0,48.0,18.8,554.0,685.0,80.9,171.0,276.0,62.0,1,1.0,0.0,15.0,92.0,9.0,3.0,105.0,Matches,2020,Oier Sanjurjo2020,2,17,5,29.4,0.66,0.19,0.12,0.4,0.0,0,0,2.0,2.0,0.12,0.0,0.0,29,27,2320,2,1,0,0,15,1,0.08,0.04,0.12,0.08,0.12,1.0,0.08,0.04,0.12,0.08,0.12,ES
2241,2241,2242,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26.0,1993.0,10.1,124.0,177.0,70.1,1567.0,219.0,12.0,20.0,60.0,105.0,147.0,71.4,7.0,10.0,70.0,1,0.3,0.7,7.0,3.0,2.0,0.0,7.0,Matches,2020,Yaya Sanogo2020,3,24,10,41.7,2.37,0.99,0.08,0.2,0.0,1,1,3.5,2.7,0.11,-0.5,-0.7,15,9,910,3,1,1,1,1,0,0.3,0.1,0.4,0.2,0.3,0.3,0.35,0.03,0.37,0.27,0.3,FR
2242,2242,2243,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24.0,1994.0,24.1,726.0,907.0,80.0,12400.0,2469.0,29.0,54.0,53.7,569.0,668.0,85.2,128.0,185.0,69.2,4,3.1,0.9,29.0,54.0,22.0,7.0,68.0,Matches,2020,Morgan Sanson2020,5,38,12,31.6,1.57,0.5,0.13,0.42,0.0,0,0,3.1,3.1,0.08,1.9,1.9,27,26,2173,5,4,0,0,5,0,0.21,0.17,0.37,0.21,0.37,3.1,0.13,0.13,0.26,0.13,0.26,FR
2243,2243,2244,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,27.0,1991.0,25.2,715.0,986.0,72.5,12022.0,4071.0,29.0,73.0,39.7,567.0,679.0,83.5,119.0,234.0,50.9,3,4.0,-1.0,43.0,64.0,25.0,8.0,132.0,Matches,2020,Nicola Sansone2020,4,76,19,25.0,3.01,0.75,0.01,0.05,7.0,3,4,9.2,6.2,0.08,-5.2,-5.2,33,26,2269,4,3,3,4,6,0,0.16,0.12,0.28,0.04,0.16,4.0,0.37,0.16,0.53,0.25,0.41,IT
2244,2244,2245,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24.0,1995.0,27.8,1117.0,1340.0,83.4,23147.0,6111.0,16.0,49.0,32.7,805.0,899.0,89.5,296.0,392.0,75.5,1,0.9,0.1,10.0,140.0,9.0,1.0,122.0,Matches,2020,Baptiste Santamaria2020,1,38,11,28.9,1.37,0.4,0.03,0.09,0.0,0,0,1.2,1.2,0.03,-0.2,-0.2,28,28,2505,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,0.9,0.04,0.03,0.07,0.04,0.07,FR
2245,2245,2246,Federico Santander,py PAR,FW,Bologna,it Serie A,28.0,1991.0,8.6,181.0,267.0,67.8,2776.0,543.0,6.0,23.0,26.1,150.0,204.0,73.5,25.0,40.0,62.5,0,0.9,-0.9,14.0,15.0,3.0,0.0,18.0,Matches,2020,Federico Santander2020,1,24,5,20.8,2.81,0.58,0.0,0.0,1.0,1,1,3.2,2.5,0.1,-2.2,-2.5,24,5,770,1,0,1,1,6,0,0.12,0.0,0.12,0.0,0.0,0.9,0.38,0.1,0.48,0.29,0.39,IT
2246,2246,2247,Davide Santon,it ITA,DF,Roma,it Serie A,28.0,1991.0,6.9,367.0,406.0,90.4,7234.0,1670.0,8.0,14.0,57.1,267.0,284.0,94.0,92.0,108.0,85.2,0,0.1,-0.1,2.0,13.0,7.0,0.0,34.0,Matches,2020,Davide Santon2020,0,2,1,50.0,0.29,0.15,0.0,0.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,15,7,619,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,IT
2247,2247,2248,Samir Santos,br BRA,DF,Udinese,it Serie A,24.0,1994.0,17.2,657.0,755.0,87.0,12629.0,4664.0,3.0,12.0,25.0,523.0,556.0,94.1,131.0,187.0,70.1,0,0.4,-0.4,5.0,47.0,2.0,0.0,60.0,Matches,2020,Samir Santos2020,1,5,3,60.0,0.29,0.17,0.2,0.33,0.0,0,0,0.8,0.8,0.15,0.2,0.2,21,16,1546,1,0,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.4,0.04,0.02,0.07,0.04,0.07,IT
2248,2248,2249,Riccardo Saponara,it ITA,MFFW,Genoa,it Serie A,27.0,1991.0,1.9,62.0,84.0,73.8,1177.0,346.0,0.0,2.0,0.0,48.0,56.0,85.7,14.0,26.0,53.8,0,0.1,-0.1,2.0,10.0,3.0,2.0,11.0,Matches,2020,Riccardo Saponara2020,0,5,0,0.0,2.68,0.0,0.0,,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,4,2,168,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.04,0.2,0.16,0.2,IT
