,index,rk,player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xa,a-xa,kp,1/3,ppa,crspa,prog,matches,year,player_year,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_fk,standard_pk,standard_pkatt,expected_xg,expected_npxg,expected_npxg/sh,expected_g-xg,expected_np:g-xg,playing_time_mp,playing_time_starts,playing_time_min,performance_gls,performance_ast,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,expected_xa,per_90_minutes_xg,per_90_minutes_xa,per_90_minutes_xg+xa,per_90_minutes_npxg,per_90_minutes_npxg+xa,competition
1290,1290,1291,Koke,es ESP,MF,Atlético Madrid,es La Liga,27.0,1992.0,30.0,1436.0,1752.0,82.0,22521.0,6076.0,63.0,96.0,65.6,1177.0,1301.0,90.5,196.0,355.0,55.2,5,5.4,-0.4,57.0,119.0,23.0,5.0,156.0,Matches,2020,Koke2020,4,23,9,39.1,0.77,0.3,0.17,0.44,0.0,0,0,2.4,2.3,0.1,1.6,1.7,32,30,2698,4,5,0,0,5,0,0.13,0.17,0.3,0.13,0.3,5.4,0.08,0.18,0.26,0.08,0.26,ES
1291,1291,1292,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33.0,1985.0,30.4,1446.0,1836.0,78.8,29136.0,9514.0,16.0,69.0,23.2,1088.0,1221.0,89.1,342.0,546.0,62.6,3,4.9,-1.9,56.0,80.0,41.0,16.0,215.0,Matches,2020,Aleksandar Kolarov2020,7,69,16,23.2,2.27,0.53,0.07,0.31,28.0,2,4,6.9,3.9,0.06,0.1,1.1,32,30,2732,7,3,2,4,6,0,0.23,0.1,0.33,0.16,0.26,4.9,0.23,0.16,0.39,0.13,0.29,IT
1292,1292,1293,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26.0,1993.0,18.9,869.0,1031.0,84.3,14321.0,4425.0,8.0,31.0,25.8,756.0,849.0,89.0,105.0,151.0,69.5,2,1.0,1.0,9.0,52.0,15.0,4.0,83.0,Matches,2020,Sead Kolašinac2020,0,4,0,0.0,0.21,0.0,0.0,,0.0,0,0,0.6,0.6,0.15,-0.6,-0.6,26,19,1701,0,2,0,0,4,0,0.0,0.11,0.11,0.0,0.11,1.0,0.03,0.05,0.09,0.03,0.09,ENG
1293,1293,1294,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27.0,1991.0,14.5,563.0,721.0,78.1,10944.0,4152.0,3.0,17.0,17.6,446.0,508.0,87.8,114.0,196.0,58.2,0,0.2,-0.2,8.0,35.0,4.0,2.0,73.0,Matches,2020,Timothée Kolodziejczak2020,0,3,1,33.3,0.21,0.07,0.0,0.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,15,14,1305,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.02,0.02,0.01,0.02,FR
1294,1294,1295,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23.0,1995.0,14.8,711.0,897.0,79.3,12433.0,5367.0,8.0,35.0,22.9,596.0,682.0,87.4,107.0,180.0,59.4,1,1.0,0.0,15.0,55.0,13.0,6.0,125.0,Matches,2020,Ghislain Konan2020,0,2,0,0.0,0.14,0.0,0.0,,0.0,0,0,0.0,0.0,0.02,0.0,0.0,16,15,1333,0,1,0,0,2,1,0.0,0.07,0.07,0.0,0.07,1.0,0.0,0.07,0.07,0.0,0.07,FR
1295,1295,1296,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20.0,1999.0,6.3,303.0,342.0,88.6,5903.0,1597.0,4.0,5.0,80.0,220.0,243.0,90.5,79.0,94.0,84.0,0,0.1,-0.1,2.0,18.0,4.0,1.0,14.0,Matches,2020,Ibrahima Konaté2020,0,1,0,0.0,0.16,0.0,0.0,,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,8,6,569,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03,DE
1296,1296,1297,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26.0,1993.0,6.8,87.0,118.0,73.7,1347.0,198.0,4.0,11.0,36.4,75.0,97.0,77.3,8.0,10.0,80.0,0,0.1,-0.1,3.0,7.0,1.0,0.0,8.0,Matches,2020,Moussa Konaté2020,2,11,6,54.5,1.61,0.88,0.18,0.33,0.0,0,1,1.9,1.0,0.09,0.1,1.0,12,6,614,2,0,0,1,0,0,0.29,0.0,0.29,0.29,0.29,0.1,0.28,0.01,0.29,0.14,0.16,FR
1297,1297,1298,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26.0,1993.0,20.1,946.0,1114.0,84.9,19637.0,4245.0,18.0,24.0,75.0,665.0,750.0,88.7,263.0,340.0,77.4,1,0.2,0.8,6.0,87.0,4.0,0.0,82.0,Matches,2020,Geoffrey Kondogbia2020,1,17,4,23.5,0.85,0.2,0.06,0.25,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1,27,21,1807,1,1,0,0,5,0,0.05,0.05,0.1,0.05,0.1,0.2,0.05,0.01,0.06,0.05,0.06,ES
1298,1298,1299,Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,18.0,2001.0,9.7,317.0,383.0,82.8,5329.0,1378.0,9.0,13.0,69.2,255.0,294.0,86.7,53.0,76.0,69.7,0,0.1,-0.1,5.0,23.0,0.0,0.0,25.0,Matches,2020,Kouadio Koné2020,0,9,1,11.1,0.93,0.1,0.0,0.0,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,13,11,875,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,FR
1299,1299,1300,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30.0,1989.0,16.4,602.0,736.0,81.8,13848.0,4316.0,3.0,17.0,17.6,391.0,442.0,88.5,208.0,277.0,75.1,0,0.4,-0.4,4.0,42.0,5.0,3.0,53.0,Matches,2020,Lamine Koné2020,1,8,2,25.0,0.49,0.12,0.13,0.5,0.0,0,0,0.6,0.6,0.07,0.4,0.4,18,17,1473,1,0,0,0,4,0,0.06,0.0,0.06,0.06,0.06,0.4,0.03,0.02,0.06,0.03,0.06,FR
1300,1300,1301,Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,22.0,1996.0,1.6,18.0,22.0,81.8,351.0,34.0,2.0,3.0,66.7,12.0,15.0,80.0,4.0,4.0,100.0,0,0.1,-0.1,1.0,2.0,0.0,0.0,0.0,Matches,2020,Moussa Koné2020,2,7,3,42.9,4.5,1.93,0.29,0.67,0.0,0,0,1.2,1.2,0.17,0.8,0.8,5,1,140,2,0,0,0,0,0,1.29,0.0,1.29,1.29,1.29,0.1,0.78,0.09,0.87,0.78,0.87,FR
1301,1301,1302,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24.0,1995.0,9.1,561.0,648.0,86.6,10577.0,3340.0,2.0,9.0,22.2,454.0,492.0,92.3,105.0,147.0,71.4,0,0.7,-0.7,10.0,28.0,5.0,2.0,64.0,Matches,2020,Youssouf Koné2020,0,3,0,0.0,0.33,0.0,0.0,,0.0,0,0,0.0,0.0,0.01,0.0,0.0,11,10,818,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.07,0.08,0.0,0.08,FR
1302,1302,1303,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21.0,1998.0,22.7,674.0,853.0,79.0,13926.0,4931.0,8.0,19.0,42.1,483.0,555.0,87.0,183.0,279.0,65.6,2,0.4,1.6,9.0,45.0,5.0,2.0,70.0,Matches,2020,Ezri Konsa2020,1,11,4,36.4,0.49,0.18,0.09,0.25,0.0,0,0,1.5,1.5,0.14,-0.5,-0.5,25,24,2039,1,2,0,0,3,0,0.04,0.09,0.13,0.04,0.13,0.4,0.07,0.02,0.09,0.07,0.09,ENG
1303,1303,1304,Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23.0,1995.0,1.3,25.0,36.0,69.4,359.0,66.0,3.0,4.0,75.0,18.0,26.0,69.2,4.0,6.0,66.7,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Matches,2020,Pascal Köpke2020,0,6,3,50.0,4.46,2.23,0.0,0.0,0.0,0,0,0.8,0.8,0.13,-0.8,-0.8,4,1,121,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.03,0.59,0.56,0.59,DE
1304,1304,1305,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33.0,1985.0,24.3,1219.0,1362.0,89.5,27059.0,9854.0,6.0,9.0,66.7,820.0,877.0,93.5,393.0,476.0,82.6,0,0.4,-0.4,4.0,52.0,2.0,0.0,58.0,Matches,2020,Laurent Koscielny2020,0,3,1,33.3,0.12,0.04,0.0,0.0,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4,25,25,2183,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.02,0.03,0.02,0.03,FR
1305,1305,1306,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,26.0,1992.0,32.9,965.0,1613.0,59.8,19659.0,8143.0,18.0,103.0,17.5,691.0,939.0,73.6,256.0,571.0,44.8,11,9.3,1.7,79.0,71.0,61.0,41.0,275.0,Matches,2020,Filip Kostić2020,4,86,27,31.4,2.62,0.82,0.05,0.15,10.0,0,0,6.0,6.0,0.07,-2.0,-2.0,33,33,2958,4,11,0,0,4,0,0.12,0.33,0.46,0.12,0.46,9.3,0.18,0.28,0.47,0.18,0.47,DE
1306,1306,1307,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,21.0,1997.0,3.3,75.0,104.0,72.1,1240.0,235.0,3.0,12.0,25.0,60.0,72.0,83.3,12.0,20.0,60.0,1,0.2,0.8,5.0,6.0,2.0,1.0,10.0,Matches,2020,Christian Kouamé2020,1,11,3,27.3,3.29,0.9,0.09,0.33,0.0,0,0,1.6,1.6,0.14,-0.6,-0.6,7,3,301,1,1,0,0,0,0,0.3,0.3,0.6,0.3,0.6,0.2,0.47,0.07,0.54,0.47,0.54,IT
1307,1307,1308,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21.0,1997.0,10.2,182.0,242.0,75.2,2749.0,497.0,3.0,13.0,23.1,156.0,198.0,78.8,23.0,31.0,74.2,2,1.0,1.0,14.0,10.0,8.0,1.0,21.0,Matches,2020,Christian Kouamé2020,5,22,9,40.9,2.16,0.89,0.23,0.56,0.0,0,0,1.7,1.7,0.08,3.3,3.3,11,10,915,5,2,0,0,1,0,0.49,0.2,0.69,0.49,0.69,1.0,0.17,0.1,0.27,0.17,0.27,IT
1308,1308,1309,Nianzou Kouassi,fr FRA,DFMF,Paris S-G,fr Ligue 1,17.0,2002.0,5.0,309.0,336.0,92.0,6252.0,1897.0,2.0,5.0,40.0,222.0,240.0,92.5,85.0,91.0,93.4,0,0.2,-0.2,3.0,21.0,0.0,0.0,24.0,Matches,2020,Nianzou Kouassi2020,2,2,2,100.0,0.4,0.4,1.0,1.0,0.0,0,0,0.4,0.4,0.19,1.6,1.6,6,4,452,2,0,0,0,1,0,0.4,0.0,0.4,0.4,0.4,0.2,0.08,0.05,0.12,0.08,0.12,FR
1309,1309,1310,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26.0,1992.0,24.0,500.0,840.0,59.5,17794.0,10509.0,0.0,0.0,,207.0,207.0,100.0,293.0,633.0,46.3,0,0.1,-0.1,1.0,10.0,0.0,0.0,0.0,Matches,2020,Tomáš Koubek2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,24,24,2160,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,DE
1310,1310,1311,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28.0,1991.0,23.4,1521.0,1651.0,92.1,31538.0,11604.0,18.0,23.0,78.3,1072.0,1125.0,95.3,431.0,503.0,85.7,0,0.5,-0.5,9.0,145.0,9.0,1.0,107.0,Matches,2020,Kalidou Koulibaly2020,0,15,4,26.7,0.64,0.17,0.0,0.0,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,25,24,2105,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.02,0.06,0.04,0.06,IT
1311,1311,1312,Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23.0,1996.0,17.1,362.0,496.0,73.0,5121.0,776.0,22.0,48.0,45.8,303.0,390.0,77.7,37.0,58.0,63.8,2,1.2,0.8,18.0,16.0,9.0,3.0,23.0,Matches,2020,Efthimis Koulouris2020,4,40,15,37.5,2.34,0.88,0.1,0.27,0.0,0,0,4.6,4.6,0.12,-0.6,-0.6,24,17,1541,4,2,0,0,1,0,0.23,0.12,0.35,0.23,0.35,1.2,0.27,0.07,0.34,0.27,0.34,FR
1312,1312,1313,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20.0,1998.0,25.7,1284.0,1489.0,86.2,26927.0,8422.0,5.0,22.0,22.7,913.0,996.0,91.7,366.0,471.0,77.7,1,0.5,0.5,3.0,72.0,2.0,2.0,82.0,Matches,2020,Jules Koundé2020,1,22,5,22.7,0.86,0.19,0.05,0.2,0.0,0,0,1.9,1.9,0.08,-0.9,-0.9,29,25,2309,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.5,0.07,0.02,0.09,0.07,0.09,ES
1313,1313,1314,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24.0,1995.0,1.0,41.0,56.0,73.2,682.0,385.0,1.0,5.0,20.0,37.0,44.0,84.1,3.0,7.0,42.9,0,0.2,-0.2,1.0,1.0,2.0,1.0,5.0,Matches,2020,Leonardo Koutris2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,1,93,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.18,0.18,0.0,0.18,ES
1314,1314,1315,Cheikhou Kouyaté,sn SEN,MFDF,Crystal Palace,eng Premier League,29.0,1989.0,28.1,653.0,860.0,75.9,10612.0,3244.0,24.0,59.0,40.7,522.0,643.0,81.2,107.0,158.0,67.7,1,0.8,0.2,8.0,39.0,8.0,1.0,57.0,Matches,2020,Cheikhou Kouyaté2020,1,23,5,21.7,0.82,0.18,0.04,0.2,0.0,0,0,1.9,1.9,0.08,-0.9,-0.9,35,29,2528,1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,0.8,0.07,0.03,0.1,0.07,0.1,ENG
1315,1315,1316,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25.0,1994.0,23.0,1665.0,1846.0,90.2,32399.0,7924.0,24.0,42.0,57.1,1236.0,1312.0,94.2,405.0,492.0,82.3,3,2.0,1.0,29.0,178.0,26.0,2.0,172.0,Matches,2020,Mateo Kovačić2020,1,21,5,23.8,0.91,0.22,0.05,0.2,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3,31,23,2073,1,3,0,0,8,0,0.04,0.13,0.17,0.04,0.17,2.0,0.06,0.09,0.14,0.06,0.14,ENG
1316,1316,1317,Dawid Kownacki,pl POL,FWMF,Düsseldorf,de Bundesliga,22.0,1997.0,12.1,214.0,311.0,68.8,3517.0,717.0,9.0,28.0,32.1,173.0,232.0,74.6,32.0,51.0,62.7,0,0.6,-0.6,11.0,10.0,11.0,3.0,25.0,Matches,2020,Dawid Kownacki2020,0,27,11,40.7,2.22,0.91,0.0,0.0,0.0,0,0,2.0,2.0,0.07,-2.0,-2.0,20,11,1093,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.16,0.05,0.21,0.16,0.21,DE
1317,1317,1318,İsmail Köybaşı,tr TUR,DFFW,Granada,es La Liga,30.0,1989.0,2.6,57.0,84.0,67.9,1056.0,541.0,2.0,7.0,28.6,41.0,52.0,78.8,14.0,25.0,56.0,0,0.2,-0.2,1.0,8.0,2.0,2.0,17.0,Matches,2020,İsmail Köybaşı2020,0,1,0,0.0,0.39,0.0,0.0,,1.0,0,0,0.0,0.0,0.02,0.0,0.0,4,3,231,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.07,0.08,0.01,0.08,ES
1318,1318,1319,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31.0,1988.0,4.0,78.0,129.0,60.5,3102.0,2356.0,0.0,0.0,,28.0,28.0,100.0,50.0,101.0,49.5,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,2020,Thomas Kraft2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,4,4,360,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE
1319,1319,1320,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24.0,1994.0,11.3,316.0,433.0,73.0,5629.0,2656.0,4.0,20.0,20.0,262.0,314.0,83.4,50.0,99.0,50.5,1,0.4,0.6,1.0,23.0,4.0,2.0,50.0,Matches,2020,Emil Krafth2020,0,4,0,0.0,0.35,0.0,0.0,,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,17,11,1020,0,1,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.4,0.03,0.04,0.06,0.03,0.06,ENG
1320,1320,1321,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,28.0,1991.0,15.8,445.0,554.0,80.3,7451.0,1455.0,15.0,31.0,48.4,346.0,406.0,85.2,84.0,117.0,71.8,2,3.2,-1.2,23.0,26.0,23.0,2.0,53.0,Matches,2020,Andrej Kramarić2020,12,40,20,50.0,2.53,1.27,0.25,0.5,3.0,2,2,9.3,7.8,0.2,2.7,2.2,19,14,1422,12,2,2,2,3,0,0.76,0.13,0.89,0.63,0.76,3.2,0.59,0.2,0.8,0.49,0.7,DE
1321,1321,1322,Christoph Kramer,de GER,MF,M'gladbach,de Bundesliga,28.0,1991.0,16.3,796.0,935.0,85.1,13898.0,3533.0,17.0,34.0,50.0,647.0,730.0,88.6,132.0,171.0,77.2,0,0.4,-0.4,7.0,55.0,10.0,1.0,60.0,Matches,2020,Christoph Kramer2020,0,10,0,0.0,0.61,0.0,0.0,,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,22,17,1464,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.03,0.03,0.06,0.03,0.06,DE
1322,1322,1323,Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18.0,2001.0,0.0,5.0,5.0,100.0,94.0,36.0,0.0,0.0,,3.0,3.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Tom Krauß2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE
1323,1323,1324,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27.0,1992.0,11.7,533.0,647.0,82.4,9136.0,3790.0,13.0,32.0,40.6,435.0,491.0,88.6,85.0,124.0,68.5,0,0.5,-0.5,10.0,47.0,20.0,6.0,91.0,Matches,2020,Ladislav Krejčí2020,1,3,1,33.3,0.26,0.09,0.33,1.0,0.0,0,0,0.3,0.3,0.11,0.7,0.7,14,11,1051,1,0,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.5,0.03,0.04,0.07,0.03,0.07,IT
1324,1324,1325,Rene Krhin,si SVN,DFMF,Nantes,fr Ligue 1,29.0,1990.0,3.6,137.0,156.0,87.8,2752.0,583.0,0.0,1.0,0.0,103.0,114.0,90.4,34.0,41.0,82.9,0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Matches,2020,Rene Krhin2020,0,1,0,0.0,0.28,0.0,0.0,,0.0,0,0,0.0,0.0,0.05,0.0,0.0,8,4,327,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,FR
1325,1325,1326,Felix Kroos,de GER,MF,Union Berlin,de Bundesliga,28.0,1991.0,4.2,129.0,159.0,81.1,2418.0,793.0,3.0,6.0,50.0,94.0,109.0,86.2,32.0,44.0,72.7,0,0.3,-0.3,1.0,13.0,1.0,0.0,19.0,Matches,2020,Felix Kroos2020,0,5,3,60.0,1.19,0.71,0.0,0.0,1.0,0,0,0.4,0.4,0.09,-0.4,-0.4,15,3,378,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.06,0.17,0.11,0.17,DE
1326,1326,1327,Toni Kroos,de GER,MF,Real Madrid,es La Liga,29.0,1990.0,29.5,2233.0,2512.0,88.9,44640.0,11749.0,40.0,56.0,71.4,1622.0,1700.0,95.4,571.0,756.0,75.5,5,4.0,1.0,63.0,254.0,37.0,7.0,235.0,Matches,2020,Toni Kroos2020,4,57,18,31.6,1.93,0.61,0.07,0.22,2.0,0,0,2.8,2.8,0.05,1.2,1.2,35,31,2652,4,5,0,0,2,0,0.14,0.17,0.31,0.14,0.31,4.0,0.09,0.14,0.23,0.09,0.23,ES
1327,1327,1328,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31.0,1988.0,36.0,1046.0,1550.0,67.5,32750.0,19184.0,1.0,5.0,20.0,477.0,480.0,99.4,568.0,1065.0,53.3,0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,Matches,2020,Tim Krul2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,36,36,3240,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG
1328,1328,1329,Rade Krunić,ba BIH,MF,Milan,it Serie A,25.0,1993.0,6.0,196.0,235.0,83.4,3105.0,937.0,7.0,15.0,46.7,163.0,186.0,87.6,26.0,34.0,76.5,1,1.0,0.0,9.0,10.0,6.0,1.0,29.0,Matches,2020,Rade Krunić2020,0,6,2,33.3,1.01,0.34,0.0,0.0,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,15,4,537,0,1,0,0,3,0,0.0,0.17,0.17,0.0,0.17,1.0,0.07,0.17,0.24,0.07,0.24,IT
1329,1329,1330,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26.0,1992.0,2.3,77.0,96.0,80.2,1858.0,743.0,1.0,2.0,50.0,44.0,51.0,86.3,32.0,43.0,74.4,0,0.0,0.0,0.0,10.0,1.0,0.0,10.0,Matches,2020,Lukas Kübler2020,0,2,1,50.0,0.86,0.43,0.0,0.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,5,3,209,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,DE
1330,1330,1331,Takefusa Kubo,jp JPN,MFFW,Mallorca,es La Liga,18.0,2001.0,25.7,539.0,764.0,70.5,8493.0,2566.0,14.0,59.0,23.7,469.0,584.0,80.3,56.0,121.0,46.3,4,2.9,1.1,34.0,40.0,33.0,8.0,91.0,Matches,2020,Takefusa Kubo2020,4,54,25,46.3,2.1,0.97,0.07,0.16,6.0,0,0,2.8,2.8,0.05,1.2,1.2,35,23,2312,4,4,0,0,4,0,0.16,0.16,0.31,0.16,0.31,2.9,0.11,0.11,0.22,0.11,0.22,ES
1331,1331,1332,Juraj Kucka,sk SVK,MFFW,Parma,it Serie A,32.0,1987.0,21.5,508.0,729.0,69.7,8909.0,2916.0,14.0,37.0,37.8,413.0,546.0,75.6,81.0,146.0,55.5,3,1.9,1.1,19.0,40.0,11.0,2.0,60.0,Matches,2020,Juraj Kucka2020,6,45,10,22.2,2.1,0.47,0.09,0.4,1.0,2,2,4.6,3.1,0.07,1.4,0.9,26,22,1932,6,3,2,2,5,1,0.28,0.14,0.42,0.19,0.33,1.9,0.22,0.09,0.3,0.15,0.23,IT
1332,1332,1333,Dejan Kulusevski,se SWE,FWMF,Parma,it Serie A,19.0,2000.0,32.6,905.0,1157.0,78.2,14326.0,4084.0,35.0,79.0,44.3,750.0,889.0,84.4,120.0,189.0,63.5,8,9.0,-1.0,76.0,67.0,48.0,9.0,140.0,Matches,2020,Dejan Kulusevski2020,10,59,24,40.7,1.81,0.74,0.15,0.38,0.0,1,1,6.7,6.0,0.1,3.3,3.0,36,33,2930,10,8,1,1,3,0,0.31,0.25,0.55,0.28,0.52,9.0,0.21,0.28,0.48,0.18,0.46,IT
1333,1333,1334,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19.0,2000.0,21.7,771.0,920.0,83.8,15790.0,5169.0,9.0,24.0,37.5,536.0,609.0,88.0,226.0,287.0,78.7,0,0.1,-0.1,2.0,45.0,2.0,0.0,47.0,Matches,2020,Marash Kumbulla2020,1,11,5,45.5,0.51,0.23,0.09,0.2,0.0,0,0,1.6,1.6,0.15,-0.6,-0.6,25,25,1950,1,0,0,0,7,1,0.05,0.0,0.05,0.05,0.05,0.1,0.08,0.0,0.08,0.08,0.08,IT
1334,1334,1335,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24.0,1995.0,20.7,795.0,1022.0,77.8,16350.0,4427.0,9.0,35.0,25.7,569.0,662.0,86.0,217.0,325.0,66.8,0,1.8,-1.8,11.0,91.0,15.0,5.0,112.0,Matches,2020,Pierre Kunde2020,4,38,10,26.3,1.83,0.48,0.11,0.4,3.0,0,0,3.1,3.1,0.08,0.9,0.9,28,22,1866,4,0,0,0,6,0,0.19,0.0,0.19,0.19,0.19,1.8,0.15,0.09,0.24,0.15,0.24,DE
1335,1335,1336,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30.0,1989.0,15.7,513.0,679.0,75.6,9451.0,2614.0,13.0,34.0,38.2,385.0,458.0,84.1,115.0,187.0,61.5,0,2.1,-2.1,24.0,49.0,26.0,13.0,86.0,Matches,2020,Jasmin Kurtić2020,2,47,10,21.3,3.0,0.64,0.04,0.2,5.0,0,0,2.4,2.4,0.05,-0.4,-0.4,16,16,1409,2,0,0,0,5,0,0.13,0.0,0.13,0.13,0.13,2.1,0.15,0.13,0.28,0.15,0.28,IT
1336,1336,1337,Jasmin Kurtić,si SVN,MFFW,Parma,it Serie A,30.0,1989.0,18.5,681.0,810.0,84.1,13390.0,3496.0,15.0,34.0,44.1,503.0,555.0,90.6,163.0,221.0,73.8,1,1.7,-0.7,23.0,50.0,19.0,8.0,87.0,Matches,2020,Jasmin Kurtić2020,2,24,7,29.2,1.3,0.38,0.08,0.29,0.0,0,0,0.8,0.8,0.04,1.2,1.2,20,18,1664,2,1,0,0,5,0,0.11,0.05,0.16,0.11,0.16,1.7,0.05,0.09,0.14,0.05,0.14,IT
1337,1337,1338,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26.0,1992.0,9.5,605.0,671.0,90.2,8685.0,2974.0,20.0,31.0,64.5,535.0,573.0,93.4,50.0,67.0,74.6,0,0.2,-0.2,2.0,36.0,8.0,2.0,42.0,Matches,2020,Layvin Kurzawa2020,1,6,3,50.0,0.63,0.31,0.17,0.33,0.0,0,0,0.6,0.6,0.11,0.4,0.4,14,9,858,1,0,0,0,4,0,0.1,0.0,0.1,0.1,0.1,0.2,0.07,0.02,0.09,0.07,0.09,FR
